,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactq1,lastlctq1,lastdvpspq1,lastsaleq1,lastcshoq1,lastprccq1,lastepsfiq1,lastoancfy1,lastivncfy1,lastfincfy1,lastactual1,meanest,actual
14106,VAR,31/03/2017,2017,1,2421.3,1524.1,0,601.5,93.5,89.78,0.15,82.2,-31.8,-89.6,2616,1614,0,747.2,93.7,99.53,1.24,356.3,-109.2,-245.8,0.75,0.9,0.89
14107,VAR,30/06/2017,2017,2,2141.5,1405.4,0,663.2,91.8,91.13,0.6,114.4,-53.2,-205,2421.3,1524.1,0,601.5,93.5,89.78,0.15,82.2,-31.8,-89.6,0.89,0.95,1.04
14108,VAR,30/09/2017,2017,3,2058.6,1273.2,0,632.8,91.7,103.19,0.75,269.4,-78.9,-375.7,2141.5,1405.4,0,663.2,91.8,91.13,0.6,114.4,-53.2,-205,1.04,1.19,1.09
14109,VAR,31/12/2017,2017,4,2190.3,1550.1,0,721.8,91.7,100.06,0.85,399.1,-130.1,-392.4,2058.6,1273.2,0,632.8,91.7,103.19,0.75,269.4,-78.9,-375.7,1.09,0.95,1.06
14110,VAR,31/03/2018,2018,1,2351.6,1616.4,0,678.5,91.6,111.15,-1.22,179,-25.8,-42.8,2190.3,1550.1,0,721.8,91.7,100.06,0.85,399.1,-130.1,-392.4,1.06,1.04,1.15
14111,VAR,30/06/2018,2018,2,2345.4,1530.2,0,729.9,91.7,122.65,0.79,244.5,-55.1,-154.2,2351.6,1616.4,0,678.5,91.6,111.15,-1.22,179,-25.8,-42.8,1.15,0.99,1.04
14112,VAR,30/09/2018,2018,3,2193,1379.1,0,709.1,91.5,113.72,0.79,346.7,-109.9,-421.6,2345.4,1530.2,0,729.9,91.7,122.65,0.79,244.5,-55.1,-154.2,1.04,1.2,1.16
14113,VAR,31/12/2018,2018,4,2188.4,1339.7,0,801.6,91.2,111.93,1.26,454.9,-184,-487,2193,1379.1,0,709.1,91.5,113.72,0.79,346.7,-109.9,-421.6,1.16,1.07,1.06
14114,VAR,31/03/2019,2019,1,2300.9,1333,0,741,91.2,113.31,1.12,140.9,-13.1,-17.2,2188.4,1339.7,0,801.6,91.2,111.93,1.26,454.9,-184,-487,1.06,1.15,1.05
14115,VAR,30/06/2019,2019,2,2261.2,1318.8,0,779.4,91.2,141.72,0.96,127.5,-34.6,-56.9,2300.9,1333,0,741,91.2,113.31,1.12,140.9,-13.1,-17.2,1.05,1.13,1.32
14116,VAR,30/09/2019,2019,3,2341.2,1809.9,0,825.8,91,136.13,0.32,254,-523.7,294,2261.2,1318.8,0,779.4,91.2,141.72,0.96,127.5,-34.6,-56.9,1.32,1.21,1.21
14117,VAR,31/12/2019,2019,4,2395.4,1884,0,878.9,90.8,119.09,0.77,371.8,-631.7,279.2,2341.2,1809.9,0,825.8,91,136.13,0.32,254,-523.7,294,1.21,1.19,1.16
14118,VAR,31/03/2020,2020,1,2647,2046.4,0,828.9,90.7,142.01,0.96,112.6,-15.1,103.4,2395.4,1884,0,878.9,90.8,119.09,0.77,371.8,-631.7,279.2,1.16,0.91,0.85
14119,VAR,30/06/2020,2020,2,2500.9,1949.7,0,794.5,90.7,102.66,0.47,134.5,-36.2,43.5,2647,2046.4,0,828.9,90.7,142.01,0.96,112.6,-15.1,103.4,0.85,0.52,0.78
14120,VAR,30/09/2020,2020,3,2631.7,1991.4,0,694.3,90.9,122.52,0.67,217.5,-77.3,111.3,2500.9,1949.7,0,794.5,90.7,102.66,0.47,134.5,-36.2,43.5,0.78,1.02,1.12
14121,VAR,31/12/2020,2020,4,2603.3,1854.5,0,850.5,91.2,172,0.83,484.1,-140.3,-93.1,2631.7,1991.4,0,694.3,90.9,122.52,0.67,217.5,-77.3,111.3,1.12,1.1,1.14
14190,VMC,30/06/2017,2017,1,1157.762,360.898,0.25,787.328,132.222,120.48,0.33,94.152,-307.817,241.636,1137.182,372.244,0.2,872.974,132.339,125.15,0.83,644.588,-365.077,-304.585,0.34,1.23,0.9
14191,VMC,30/09/2017,2017,2,2184.812,925.793,0.25,1030.763,132.181,126.68,0.89,155.222,-483.628,1199.219,1157.762,360.898,0.25,787.328,132.222,120.48,0.33,94.152,-307.817,241.636,0.9,1.09,1.04
14192,VMC,31/12/2017,2017,3,1746.972,413.699,0.25,1094.715,132.281,119.6,0.81,399.535,-557.566,600.208,2184.812,925.793,0.25,1030.763,132.181,126.68,0.89,155.222,-483.628,1199.219,1.04,0.74,0.74
14193,VMC,31/03/2018,2017,4,1180.101,442.872,0.25,977.49,132.324,128.37,2.43,644.678,-1269.491,503.44,1746.972,413.699,0.25,1094.715,132.281,119.6,0.81,399.535,-557.566,600.208,0.74,0.24,0.44
14194,VMC,30/06/2018,2018,1,1011.199,583.307,0.28,854.474,132.29,114.17,0.39,92.968,-192.024,-1.076,1180.101,442.872,0.25,977.49,132.324,128.37,2.43,644.678,-1269.491,503.44,0.44,1.36,1.23
14195,VMC,30/09/2018,2018,2,1183.202,811.796,0.28,1200.151,132.268,129.06,1.19,275.76,-456.609,95.318,1011.199,583.307,0.28,854.474,132.29,114.17,0.39,92.968,-192.024,-1.076,1.23,1.4,1.4
14196,VMC,31/12/2018,2018,3,1175.912,690.415,0.28,1240.197,132.045,111.2,1.34,572.631,-549.498,-126.71,1183.202,811.796,0.28,1200.151,132.268,129.06,1.19,275.76,-456.609,95.318,1.4,0.91,0.99
14197,VMC,31/03/2019,2018,4,1079.145,602.55,0.28,1088.047,131.762,98.8,0.93,832.777,-669.891,-265.128,1175.912,690.415,0.28,1240.197,132.045,111.2,1.34,572.631,-549.498,-126.71,0.99,0.36,0.46
14198,VMC,30/06/2019,2019,1,1083.851,659.607,0.31,996.511,132.069,118.4,0.48,116.164,-119.878,-9.582,1079.145,602.55,0.28,1088.047,131.762,98.8,0.93,832.777,-669.891,-265.128,0.46,1.47,1.48
14199,VMC,30/09/2019,2019,2,1255.015,663.588,0.31,1327.682,132.231,137.31,1.48,301.916,-216.348,-103.45,1083.851,659.607,0.31,996.511,132.069,118.4,0.48,116.164,-119.878,-9.582,1.48,1.69,1.68
14200,VMC,31/12/2019,2019,3,1324.242,535.284,0.31,1418.758,132.35,151.24,1.62,646.129,-303.257,-296.174,1255.015,663.588,0.31,1327.682,132.231,137.31,1.48,301.916,-216.348,-103.45,1.68,1.18,1.08
14201,VMC,31/03/2020,2019,4,1379.326,535.563,0.31,1186.152,132.371,143.99,1.06,984.122,-415.837,-338.183,1324.242,535.284,0.31,1418.758,132.35,151.24,1.62,646.129,-303.257,-296.174,1.08,0.47,0.47
14202,VMC,30/06/2020,2020,1,1276.78,475.676,0.34,1049.242,132.433,108.07,0.45,82.475,-130.242,-106.466,1379.326,535.563,0.31,1186.152,132.371,143.99,1.06,984.122,-415.837,-338.183,0.47,1.35,1.6
14203,VMC,30/09/2020,2020,2,2030.11,1038.749,0.34,1322.575,132.446,115.85,1.58,425.591,-219.526,336.628,1276.78,475.676,0.34,1049.242,132.433,108.07,0.45,82.475,-130.242,-106.466,1.6,1.62,1.56
14204,VMC,31/12/2020,2020,3,2265.333,1069.893,0.34,1309.89,132.454,135.54,1.5,777.926,-253.747,286.045,2030.11,1038.749,0.34,1322.575,132.446,115.85,1.58,425.591,-219.526,336.628,1.56,0.97,1.07
14274,WMT,31/07/2017,2017,1,57336,74193,0.51,117542,3023,75.18,1,5385,-1874,-3972,57689,66928,0.5,130936,3048,66.74,1.22,31530,-13987,-18929,1,1.07,1.08
14275,WMT,31/10/2017,2017,2,56763,72811,0.51,122968,2993,79.99,0.96,11360,-3559,-8631,57336,74193,0.51,117542,3023,75.18,1,5385,-1874,-3972,1.08,0.97,1
14276,WMT,31/01/2018,2017,3,65368,80435,0.51,123179,2968,87.31,0.58,17060,-5871,-11416,56763,72811,0.51,122968,2993,79.99,0.96,11360,-3559,-8631,1,1.37,1.33
14277,WMT,30/04/2018,2017,4,59664,78521,0.51,136267,2952,106.6,0.73,28337,-9060,-19875,65368,80435,0.51,123179,2968,87.31,0.58,17060,-5871,-11416,1.33,1.11,1.14
14278,WMT,31/07/2018,2018,1,59242,80757,0.52,122690,2951,88.46,0.72,5161,-1682,-2486,59664,78521,0.51,136267,2952,106.6,0.73,28337,-9060,-19875,1.14,1.22,1.29
14279,WMT,31/10/2018,2018,2,66370,71683,0.52,128028,2935,89.23,-0.29,11095,-4428,2480,59242,80757,0.52,122690,2951,88.46,0.72,5161,-1682,-2486,1.29,1.01,1.08
14280,WMT,31/01/2019,2018,3,69446,85751,0.52,124894,2912,100.28,0.58,17308,-20554,5921,66370,71683,0.52,128028,2935,89.23,-0.29,11095,-4428,2480,1.08,1.33,1.41
14281,WMT,30/04/2019,2018,4,61897,77477,0.52,138793,2878,95.83,1.27,27753,-24036,-2537,69446,85751,0.52,124894,2912,100.28,0.58,17308,-20554,5921,1.41,1.02,1.13
14282,WMT,31/07/2019,2019,1,61739,79888,0.53,123925,2862,102.84,1.33,3563,-1135,-846,61897,77477,0.52,138793,2878,95.83,1.27,27753,-24036,-2537,1.13,1.22,1.27
14283,WMT,31/10/2019,2019,2,61371,80283,0.53,130377,2847,110.38,1.26,11185,-3824,-5531,61739,79888,0.53,123925,2862,102.84,1.33,3563,-1135,-846,1.27,1.09,1.16
14284,WMT,31/01/2020,2019,3,67912,83784,0.53,127991,2839,117.26,1.15,14539,-6285,-7213,61371,80283,0.53,130377,2847,110.38,1.26,11185,-3824,-5531,1.16,1.44,1.38
14285,WMT,30/04/2020,2019,4,61806,77790,0.53,141671,2832.493,114.49,1.45,25255,-9128,-14299,67912,83784,0.53,127991,2839,117.26,1.15,14539,-6285,-7213,1.38,1.14,1.18
14286,WMT,31/07/2020,2020,1,63328,82647,0.54,134622,2832,121.55,1.4,7017,-1696,565,61806,77790,0.53,141671,2832.493,114.49,1.45,25255,-9128,-14299,1.18,1.23,1.56
14287,WMT,31/10/2020,2020,2,64996,81957,0.54,137742,2834,129.4,2.27,18956,-3634,-7814,63328,82647,0.54,134622,2832,121.55,1.4,7017,-1696,565,1.56,1.18,1.34
14288,WMT,31/01/2021,2020,3,73602,88121,0.54,134708,2831,138.75,1.8,22880,-6507,-11340,64996,81957,0.54,137742,2834,129.4,2.27,18956,-3634,-7814,1.34,1.49,1.46
14296,WBA,28/02/2017,2017,1,26668,17729,0.375,28501,1079.101,84.73,0.97,525,89,-778,25883,17013,0.36,28636,1082.987,80.71,0.95,7847,-3517,2606,1.1,1.36,1.36
14297,WBA,31/05/2017,2017,2,27509,17678,0.375,29446,1080.696,86.38,0.98,3382,-197,-1122,26668,17729,0.375,28501,1079.101,84.73,0.97,525,89,-778,1.36,1.3,1.33
14298,WBA,31/08/2017,2017,3,28152,21713,0.375,30118,1070.096,81.02,1.07,5237,-452,-2333,27509,17678,0.375,29446,1080.696,86.38,0.98,3382,-197,-1122,1.33,1.21,1.31
14299,WBA,30/11/2017,2017,4,19753,18547,0.375,30149,1023.849,81.5,0.76,7251,-843,-12934,28152,21713,0.375,30118,1070.096,81.02,1.07,5237,-452,-2333,1.31,1.26,1.28
14300,WBA,28/02/2018,2018,1,19681,20517,0.4,30740,990.446,72.76,0.81,961,-599,-1857,19753,18547,0.375,30149,1023.849,81.5,0.76,7251,-843,-12934,1.28,1.54,1.73
14301,WBA,31/05/2018,2018,2,20358,22559,0.4,33021,991.666,68.89,1.36,3176,-4156,-616,19681,20517,0.4,30740,990.446,72.76,0.81,961,-599,-1857,1.73,1.48,1.53
14302,WBA,31/08/2018,2018,3,19988,21482,0.4,34334,992.412,62.39,1.35,5385,-5111,-1783,20358,22559,0.4,33021,991.666,68.89,1.36,3176,-4156,-616,1.53,1.45,1.48
14303,WBA,30/11/2018,2018,4,17846,21667,0.4,33442,952.133,68.56,1.55,8265,-5501,-5295,19988,21482,0.4,34334,992.412,62.39,1.35,5385,-5111,-1783,1.48,1.42,1.46
14304,WBA,28/02/2019,2019,1,20083,25099,0.44,33793,943.445,84.67,1.18,460,-635,390,17846,21667,0.4,33442,952.133,68.56,1.55,8265,-5501,-5295,1.46,1.74,1.64
14305,WBA,31/05/2019,2019,2,19851,25303,0.44,34528,914.176,71.19,1.24,1195,-1046,-115,20083,25099,0.44,33793,943.445,84.67,1.18,460,-635,390,1.64,1.43,1.47
14306,WBA,31/08/2019,2019,3,19021,25060,0.44,34591,903.143,49.34,1.13,3215,-1569,-1573,19851,25303,0.44,34528,914.176,71.19,1.24,1195,-1046,-115,1.47,1.41,1.43
14307,WBA,30/11/2019,2019,4,18700,25769,0.44,33954,895.388,51.19,0.75,5594,-2307,-3046,19021,25060,0.44,34591,903.143,49.34,1.13,3215,-1569,-1573,1.43,1.41,1.37
14308,WBA,29/02/2020,2020,1,19604,29494,0.4575,29912,888.09,59.6,0.95,1061,-402,-866,18700,25769,0.44,33954,895.388,51.19,0.75,5594,-2307,-3046,1.37,1.46,1.52
14309,WBA,31/05/2020,2020,2,18909,28662,0.4575,31336,880.397,45.76,1.07,2484,-617,-2086,19604,29494,0.4575,29912,888.09,59.6,0.95,1061,-402,-866,1.52,1.19,0.83
14310,WBA,31/08/2020,2020,3,18326,26647,0.4575,30364,870.179,42.94,-1.95,3398,-660,-2998,18909,28662,0.4575,31336,880.397,45.76,1.07,2484,-617,-2086,0.83,0.96,1.02
14311,WBA,30/11/2020,2020,4,18073,27070,0.4575,30370,865.604,38.02,0.43,5484,-1297,-4647,18326,26647,0.4575,30364,870.179,42.94,-1.95,3398,-660,-2998,1.02,1.03,1.22
14380,WST,30/06/2017,2017,1,652.6,256.5,0.13,387.7,73.554,81.61,0.81,20.7,-34.7,-21.8,641.9,241,0.13,382.3,73.1,84.83,0.52,219.4,-175.8,-113.9,0.6,0.65,0.66
14381,WST,30/09/2017,2017,2,717.8,289,0.13,397.6,74.002,94.52,0.51,106,-70.2,-19.5,652.6,256.5,0.13,387.7,73.554,81.61,0.81,20.7,-34.7,-21.8,0.66,0.53,0.67
14382,WST,31/12/2017,2017,3,776.9,300,0.13,398.2,74.253,96.26,0.67,181.8,-104.2,-22.5,717.8,289,0.13,397.6,74.002,94.52,0.51,106,-70.2,-19.5,0.67,0.63,0.64
14383,WST,31/03/2018,2017,4,743.5,279.5,0.14,415.6,73.9,98.67,0,263.3,-133.6,-109,776.9,300,0.13,398.2,74.253,96.26,0.67,181.8,-104.2,-22.5,0.64,0.64,0.62
14384,WST,30/06/2018,2018,1,743.5,263.4,0.14,415.7,73.6,88.29,0.58,45,-28.7,-56.9,743.5,279.5,0.14,415.6,73.9,98.67,0,263.3,-133.6,-109,0.62,0.67,0.7
14385,WST,30/09/2018,2018,2,766.9,287.6,0.14,447.5,73.538,99.29,0.75,127,-45.7,-82.6,743.5,263.4,0.14,415.7,73.6,88.29,0.58,45,-28.7,-56.9,0.7,0.7,0.76
14386,WST,31/12/2018,2018,3,850.1,288.8,0.14,431.7,74.08,123.47,0.73,215.4,-72.2,-72.5,766.9,287.6,0.14,447.5,73.538,99.29,0.75,127,-45.7,-82.6,0.76,0.73,0.73
14387,WST,31/03/2019,2018,4,894.4,283.7,0.15,433.8,74.1,98.03,0.69,288.6,-100.8,-80.7,850.1,288.8,0.14,431.7,74.08,123.47,0.73,215.4,-72.2,-72.5,0.73,0.65,0.74
14388,WST,30/06/2019,2019,1,867.6,301.1,0.15,443.5,73.484,110.2,0.73,47.6,-28.7,-90.5,894.4,283.7,0.15,433.8,74.1,98.03,0.69,288.6,-100.8,-80.7,0.74,0.72,0.89
14389,WST,30/09/2019,2019,2,944.3,313.2,0.15,469.7,73.749,125.15,0.88,152.7,-75.8,-87.4,867.6,301.1,0.15,443.5,73.484,110.2,0.73,47.6,-28.7,-90.5,0.89,0.71,0.79
14390,WST,31/12/2019,2019,3,1004.1,335,0.15,456.1,73.991,141.82,0.75,260.8,-107.4,-87.8,944.3,313.2,0.15,469.7,73.749,125.15,0.88,152.7,-75.8,-87.4,0.79,0.72,0.82
14391,WST,31/03/2020,2019,4,1058.7,341.6,0.16,470.6,74.085,150.33,0.84,367.2,-228,-36.8,1004.1,335,0.15,456.1,73.991,141.82,0.75,260.8,-107.4,-87.8,0.82,0.82,1.01
14392,WST,30/06/2020,2020,1,977.5,344.4,0.16,491.5,73.6,152.25,0.99,57.1,-31.9,-120.3,1058.7,341.6,0.16,470.6,74.085,150.33,0.84,367.2,-228,-36.8,1.01,0.88,1.25
14393,WST,30/09/2020,2020,2,1110.6,375.2,0.16,527.2,73.8,227.17,1.21,205.2,-72.8,-121.2,977.5,344.4,0.16,491.5,73.6,152.25,0.99,57.1,-31.9,-120.3,1.25,0.99,1.15
14394,WST,31/12/2020,2020,3,1238.3,447.7,0.16,548,73.9,274.9,1.09,323.8,-121.9,-128.4,1110.6,375.2,0.16,527.2,73.8,227.17,1.21,205.2,-72.8,-121.2,1.15,1.13,1.34
14462,WDC,31/12/2016,2017,1,9123,3919,0.5,4714,285.474,58.47,-1.28,440,-202,-4312,12584,6949,0.5,3495,284,47.26,-1.4,1983,-9608,10751,1.18,2.13,2.3
14463,WDC,31/03/2017,2017,2,9606,4088,0.5,4888,288,67.95,0.8,1500,-316,-4386,9123,3919,0.5,4714,285.474,58.47,-1.28,440,-202,-4312,2.3,2.14,2.39
14464,WDC,30/06/2017,2017,3,10313,4309,0.5,4649,291,82.53,0.83,2498,-446,-4546,9606,4088,0.5,4888,288,67.95,0.8,1500,-316,-4386,2.39,2.81,2.93
14465,WDC,30/09/2017,2017,4,11056,4344,0.5,4842,294,88.6,0.93,3437,-636,-4595,10313,4309,0.5,4649,291,82.53,0.83,2498,-446,-4546,2.93,3.29,3.56
14466,WDC,31/12/2017,2018,1,11820,4469,0.5,5181,295,86.4,2.23,1133,-378,-224,11056,4344,0.5,4842,294,88.6,0.93,3437,-636,-4595,3.56,3.79,3.95
14467,WDC,31/03/2018,2018,2,11113,4353,0.5,5336,297,79.53,-2.78,2315,-1007,-1391,11820,4469,0.5,5181,295,86.4,2.23,1133,-378,-224,3.95,3.29,3.63
14468,WDC,30/06/2018,2018,3,10164,4259,0.5,5013,299,92.27,0.2,3342,-1406,-3337,11113,4353,0.5,5336,297,79.53,-2.78,2315,-1007,-1391,3.63,3.5,3.61
14469,WDC,30/09/2018,2018,4,10638,4456,0.5,5117,296,77.41,2.46,4205,-1655,-3900,10164,4259,0.5,5013,299,92.27,0.2,3342,-1406,-3337,3.61,3.04,3.04
14470,WDC,31/12/2018,2019,1,10571,4385,0.5,5028,289,58.54,1.71,705,-259,-807,10638,4456,0.5,5117,296,77.41,2.46,4205,-1655,-3900,3.04,1.5,1.45
14471,WDC,31/03/2019,2019,2,9742,4350,0.5,4233,291,36.97,-1.68,1174,-725,-1438,10571,4385,0.5,5028,289,58.54,1.71,705,-259,-807,1.45,0.47,0.17
14472,WDC,30/06/2019,2019,3,8902,4212,0.5,3674,293,48.06,-1.99,1378,-1042,-1657,9742,4350,0.5,4233,291,36.97,-1.68,1174,-725,-1438,0.17,0.17,0.17
14473,WDC,30/09/2019,2019,4,8477,3817,0.5,3634,295,47.55,-0.67,1547,-1272,-1829,8902,4212,0.5,3674,293,48.06,-1.99,1378,-1042,-1657,0.17,0.28,0.34
14474,WDC,31/12/2019,2020,1,8500,4288,0.5,4040,298,59.64,-0.93,253,34,-492,8477,3817,0.5,3634,295,47.55,-0.67,1547,-1272,-1829,0.34,0.57,0.62
14475,WDC,31/03/2020,2020,2,8627,4482,0.5,4234,299,63.47,-0.47,510,160,-985,8500,4288,0.5,4040,298,59.64,-0.93,253,34,-492,0.62,0.93,0.85
14476,WDC,30/06/2020,2020,3,8553,4471,0.5,4175,300,41.62,0.06,652,192,-1354,8627,4482,0.5,4234,299,63.47,-0.47,510,160,-985,0.85,1.21,1.23
14477,WDC,30/09/2020,2020,4,9048,4406,0.5,4287,302,44.15,0.49,824,278,-1508,8553,4471,0.5,4175,300,41.62,0.06,652,192,-1354,1.23,0.54,0.65
14478,WDC,31/12/2020,2021,1,9005,4429,0,3922,304,36.55,-0.2,363,-166,-253,9048,4406,0.5,4287,302,44.15,0.49,824,278,-1508,0.65,0.53,0.69
14491,WY,30/06/2017,2017,1,1465,1022,0.31,1693,751.411,33.98,0.21,35,-68,-188,1622,1206,0.31,1596,748.528,30.09,0.73,735,2559,-3630,0.22,0.27,0.28
14492,WY,30/09/2017,2017,2,2088,1524,0.31,1808,752.711,33.5,0.03,524,-106,-393,1465,1022,0.31,1693,751.411,33.98,0.21,35,-68,-188,0.28,0.31,0.34
14493,WY,31/12/2017,2017,3,1517,1023,0.31,1872,753.051,34.03,0.17,847,192,-1218,2088,1524,0.31,1808,752.711,33.5,0.03,524,-106,-393,0.34,0.35,0.31
14494,WY,31/03/2018,2017,4,1715,1165,0.32,1823,755.223,35.26,0.36,1201,367,-1420,1517,1023,0.31,1872,753.051,34.03,0.17,847,192,-1218,0.31,0.33,0.36
14495,WY,30/06/2018,2018,1,1919,911,0.32,1865,756.7,35,0.35,136,-76,-286,1715,1165,0.32,1823,755.223,35.26,0.36,1201,367,-1420,0.36,0.42,0.44
14496,WY,30/09/2018,2018,2,2228,1022,0.32,2065,757.646,36.46,0.42,733,-149,-507,1919,911,0.32,1865,756.7,35,0.35,136,-76,-286,0.44,0.38,0.28
14497,WY,31/12/2018,2018,3,1714,1273,0.34,1910,749.199,32.27,0.34,820,-264,-1032,2228,1022,0.32,2065,757.646,36.46,0.42,733,-149,-507,0.28,0.12,0.1
14498,WY,31/03/2019,2018,4,1602,1939,0.34,1636,746.391,21.86,-0.12,1112,-440,-1162,1714,1273,0.34,1910,749.199,32.27,0.34,820,-264,-1032,0.1,0.1,0.11
14499,WY,30/06/2019,2019,1,1774,1201,0.34,1643,744.767,26.34,-0.39,-14,212,-273,1602,1939,0.34,1636,746.391,21.86,-0.12,1112,-440,-1162,0.11,0.12,0.16
14500,WY,30/09/2019,2019,2,1696,1223,0.34,1692,744.905,26.34,0.17,382,129,-633,1774,1201,0.34,1643,744.767,26.34,-0.39,-14,212,-273,0.16,0.1,0.08
14501,WY,31/12/2019,2019,3,1817,1169,0.34,1671,745.071,27.7,0.13,674,32,-887,1696,1223,0.34,1692,744.905,26.34,0.17,382,129,-633,0.08,0.05,0.03
14502,WY,31/03/2020,2019,4,1611,1006,0.34,1548,745.3,30.2,-0.02,966,187,-1348,1817,1169,0.34,1671,745.071,27.7,0.13,674,32,-887,0.03,0.13,0.18
14503,WY,30/06/2020,2020,1,2493,1816,0.34,1728,746.206,16.95,0.2,86,441,792,1611,1006,0.34,1548,745.3,30.2,-0.02,966,187,-1348,0.18,0,0.11
14504,WY,30/09/2020,2020,2,1651,724,0,1631,746.251,22.46,0.1,477,376,-349,2493,1816,0.34,1728,746.206,16.95,0.2,86,441,792,0.11,0.45,0.52
14505,WY,31/12/2020,2020,3,2046,832,0,2110,746.398,28.52,0.38,1085,311,-695,1651,724,0,1631,746.251,22.46,0.1,477,376,-349,0.52,0.4,0.48
14575,WHR,30/06/2017,2017,1,7704,7972,1,4786,74,171.33,2.01,-435,-63,339,7339,7662,1,5656,74.465,181.77,2.36,1203,-588,-278,2.5,3.54,3.35
14576,WHR,30/09/2017,2017,2,8229,9056,1.1,5379,73,191.62,2.52,-191,-202,313,7704,7972,1,4786,74,171.33,2.01,-435,-63,339,3.35,3.96,3.83
14577,WHR,31/12/2017,2017,3,8649,9636,1.1,5421,72,184.44,3.72,-33,-349,335,8229,9056,1.1,5379,73,191.62,2.52,-191,-202,313,3.83,3.94,4.1
14578,WHR,31/03/2018,2017,4,7930,8505,1.1,5702,70.646,168.64,-3.74,1264,-655,-553,8649,9636,1.1,5421,72,184.44,3.72,-33,-349,335,4.1,2.97,2.81
14579,WHR,30/06/2018,2018,1,8091,8943,1.1,4911,71,153.11,1.3,-713,-3,522,7930,8505,1.1,5702,70.646,168.64,-3.74,1264,-655,-553,2.81,3.69,3.2
14580,WHR,30/09/2018,2018,2,8383,9145,1.15,5140,65,146.23,-9.5,-584,-109,569,8091,8943,1.1,4911,71,153.11,1.3,-713,-3,522,3.2,3.86,4.55
14581,WHR,31/12/2018,2018,3,8461,9674,1.15,5326,64,118.75,3.22,-615,-272,750,8383,9145,1.15,5140,65,146.23,-9.5,-584,-109,569,4.55,4.25,4.75
14582,WHR,31/03/2019,2018,4,7898,9678,1.15,5660,63.528,106.87,2.64,1229,-399,-518,8461,9674,1.15,5326,64,118.75,3.22,-615,-272,750,4.75,2.86,3.11
14583,WHR,30/06/2019,2019,1,8236,9878,1.15,4760,63,132.89,7.31,-895,-86,627,7898,9678,1.15,5660,63.528,106.87,2.64,1229,-399,-518,3.11,3.7,4.01
14584,WHR,30/09/2019,2019,2,8503,10094,1.2,5186,63,142.36,1.04,-821,-195,678,8236,9878,1.15,4760,63,132.89,7.31,-895,-86,627,4.01,3.87,3.97
14585,WHR,31/12/2019,2019,3,7375,8500,1.2,5091,63,158.36,5.57,-566,723,-641,8503,10094,1.2,5186,63,142.36,1.04,-821,-195,678,3.97,4.29,4.91
14586,WHR,31/03/2020,2019,4,7398,8369,1.2,5382,62.894,147.53,4.52,1230,636,-1424,7375,8500,1.2,5091,63,158.36,5.57,-566,723,-641,4.91,2.64,2.82
14587,WHR,30/06/2020,2020,1,8162,8576,1.2,4325,62,85.8,2.45,-814,-56,1893,7398,8369,1.2,5382,62.894,147.53,4.52,1230,636,-1424,2.82,0.87,2.15
14588,WHR,30/09/2020,2020,2,7579,7725,1.2,4042,62,129.53,0.47,-745,-128,1605,8162,8576,1.2,4325,62,85.8,2.45,-814,-56,1893,2.15,3.75,6.91
14589,WHR,31/12/2020,2020,3,9307,9105,1.2,5291,62,183.89,6.19,407,-224,1531,7579,7725,1.2,4042,62,129.53,0.47,-745,-128,1605,6.91,5.93,6.64
14658,WMB,30/06/2017,2017,1,2845,2045,0.3,1988,826,29.59,0.45,606,-122,-15,1462,2949,0.2,2198,750,31.14,-0.02,3664,-416,-3178,0.28,0.21,0.1
14659,WMB,30/09/2017,2017,2,3969,3996,0.3,1924,826,30.28,0.1,1268,-510,990,2845,2045,0.3,1988,826,29.59,0.45,606,-122,-15,0.1,0.18,0.08
14660,WMB,31/12/2017,2017,3,2293,2354,0.3,1891,826,30.01,0.04,1837,1056,-1891,3969,3996,0.3,1924,826,30.28,0.1,1268,-510,990,0.08,0.2,0.36
14661,WMB,31/03/2018,2017,4,2179,2646,0.3,2228,826,30.49,2.03,2556,633,-2460,2293,2354,0.3,1891,826,30.01,0.04,1837,1056,-1891,0.36,0.2,0.19
14662,WMB,30/06/2018,2018,1,2399,2164,0.34,2088,827,24.86,0.18,694,-798,497,2179,2646,0.3,2228,826,30.49,2.03,2556,633,-2460,0.19,0.18,0.17
14663,WMB,30/09/2018,2018,2,1541,1958,0.34,2091,827,27.11,0.16,1585,-1669,-540,2399,2164,0.34,2088,827,24.86,0.18,694,-798,497,0.17,0.21,0.13
14664,WMB,31/12/2018,2018,3,1984,2761,0.34,2303,1210,27.19,0.13,2331,-2983,-205,1541,1958,0.34,2091,827,27.11,0.16,1585,-1669,-540,0.13,0.24,0.19
14665,WMB,31/03/2019,2018,4,1464,1811,0.34,2204,1210,22.05,-0.47,3293,-2725,-1299,1984,2761,0.34,2303,1210,27.19,0.13,2331,-2983,-205,0.19,0.22,0.22
14666,WMB,30/06/2019,2019,1,1287,4169,0.38,2054,1211,28.72,0.16,775,-1258,358,1464,1811,0.34,2204,1210,22.05,-0.47,3293,-2725,-1299,0.22,0.22,0.26
14667,WMB,30/09/2019,2019,2,2028,3389,0.38,2041,1211,28.04,0.26,1844,-1424,218,1287,4169,0.38,2054,1211,28.72,0.16,775,-1258,358,0.26,0.24,0.26
